fid,tree_id,block_id,created_at,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,address,postcode,zip_city,community board,borocode,borough,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp,council district,census tract,bin,bbl
"77140","242040","300562",09/20/2015,"26","0",OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,31-035 55 STREET,"11377",Woodside,"401","4",Queens,"26","34","13",QN63,Woodside,"4029500",New York,40.75610949,-73.90623357,1010227.746,214761.6749,"26","295","4025244","4011330040"
"77146","232352","304190",09/17/2015,"3","0",OnCurb,Alive,Good,Acer griseum,paperbark maple,3or4,Helpful,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-004 60 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025900",New York,40.74716198,-73.90375842,1010917.061,211502.5557,"26","259","4028340","4012290178"
"77217","228543","304378",09/16/2015,"4","0",OnCurb,Alive,Good,Cercis reniformis,Oklahoma redbud,1or2,Helpful,Damage,Volunteer,None,false,false,false,false,false,false,false,false,false,63-029 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74662508,-73.90030154,1011875.132,211308.0151,"26","261","4027929","4012180001"
"77413","232333","310632",09/16/2015,"3","0",OnCurb,Alive,Good,Syringa reticulata,Japanese tree lilac,1or2,Unsure,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-019 62 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74629367,-73.90180799,1011457.851,211186.8011,"26","261","4028384","4012320060"
"77474","242041","300562",09/20/2015,"24","0",OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,31-015 55 STREET,"11377",Woodside,"401","4",Queens,"26","34","13",QN63,Woodside,"4029500",New York,40.75659462,-73.90632098,1010203.341,214938.3976,"26","295","4025254","4011330050"
"77855","263781","303880",09/27/2015,"9","0",OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,40-030 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74347166,-73.90272316,1011205.41,210158.3698,"26","249","4031456","4013360062"
"77885","263780","303880",09/27/2015,"5","0",OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,"Stones,RootOther",true,false,true,false,false,false,false,false,false,40-050 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74322158,-73.90282274,1011177.917,210067.2266,"26","249","4031457","4013360071"
"78253","263786","303880",09/27/2015,"9","0",OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,40-024 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74390458,-73.90255077,1011253.003,210316.148,"26","249","4031455","4013360056"
"78291","263784","303880",09/27/2015,"8","0",OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,40-024 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74375747,-73.90260935,1011236.831,210262.5342,"26","249","4031455","4013360056"
"78376","263787","303880",09/27/2015,"7","0",OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,None,None,NoDamage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,40-014 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74407217,-73.90248403,1011271.428,210377.2296,"26","249","4031454","4013360052"
"78396","241138","349877",09/20/2015,"2","0",OnCurb,Alive,Good,Tilia cordata,littleleaf linden,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-061 63 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74486569,-73.90133427,1011589.698,210666.6903,"26","261","4030050","4012950001"
"78485","228438","304118",09/16/2015,"11","0",OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,None,None,Damage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,68-007 38 AVENUE,"11377",Woodside,"402","4",Queens,"26","34","16",QN63,Woodside,"4026300",New York,40.74693382,-73.89705565,1012774.392,211421.5405,"26","263","4028065","4012220005"
"78562","232495","304181",09/17/2015,"3","0",OnCurb,Alive,Good,Quercus bicolor,swamp white oak,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,59-021 ROOSEVELT AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025900",New York,40.74564591,-73.90444324,1010727.912,210949.9932,"26","259","4028342","4012300001"
"78617","263785","303880",09/27/2015,"11","0",OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,40-024 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74383785,-73.90257734,1011245.668,210291.8305,"26","249","4031455","4013360056"
"78674","217260","304530",09/12/2015,"2","0",OnCurb,Alive,Fair,Robinia pseudoacacia,black locust,1or2,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,34-000 64 STREET,"11377",Woodside,"402","4",Queens,"26","34","16",QN63,Woodside,"4029300",New York,40.75193503,-73.89901588,1012229.142,213243.0083,"26","293","4027181","4011900007"
"78800","212139","303991",09/09/2015,"3","0",OnCurb,Alive,Good,Cercis canadensis,eastern redbud,1or2,None,Damage,Volunteer,None,false,false,false,false,false,false,false,false,false,58-001 41 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74461902,-73.90646701,1010167.542,210575.2616,"26","249","4031209","4013310018"
"78894","217264","304532",09/12/2015,"20","0",OnCurb,Alive,Fair,Robinia pseudoacacia,black locust,None,None,Damage,Volunteer,"Stones,BranchLights",true,false,false,false,false,false,true,false,false,34-001 62 STREET,"11377",Woodside,"402","4",Queens,"26","34","16",QN63,Woodside,"4029300",New York,40.75181796,-73.89981789,1012006.98,213200.1002,"26","293","4027179","4011900001"
"78931","217261","304530",09/12/2015,"2","0",OnCurb,Alive,Fair,Robinia pseudoacacia,black locust,1or2,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,34-000 64 STREET,"11377",Woodside,"402","4",Queens,"26","34","16",QN63,Woodside,"4029300",New York,40.7520329,-73.89903378,1012224.14,213278.6591,"26","293","4027181","4011900007"
"78938","232501","304261",09/17/2015,"3","0",OnCurb,Alive,Good,Fagus grandifolia,American beech,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,37-048 61 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4025900",New York,40.74822985,-73.90229239,1011322.841,211892.0615,"26","259","4027804","4012150082"
"79179","263893","303538",09/27/2015,"3","0",OnCurb,Alive,Good,Crataegus,hawthorn,1or2,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,41-029 63 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74334374,-73.90169362,1011490.748,210112.0847,"26","249","4031608","4013400033"
"79381","263779","303880",09/27/2015,"19","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,"Stones,RootOther",true,false,true,false,false,false,false,false,false,40-061 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74285472,-73.90294186,1011145.056,209933.5326,"26","249","4031461","4013370003"
"80013","263768","303729",09/27/2015,"4","0",OnCurb,Alive,Fair,Syringa reticulata,Japanese tree lilac,1or2,Helpful,NoDamage,Volunteer,"Stones,BranchLights",true,false,false,false,false,false,true,false,false,65-001 WOODSIDE AVENUE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74377874,-73.8998705,1011995.753,210271.1389,"26","263","4030183","4012970061"
"80196","263894","303538",09/27/2015,"7","0",OnCurb,Alive,Fair,Prunus virginiana,'Schubert' chokecherry,1or2,None,Damage,Volunteer,"TrunkOther,BranchOther",false,false,false,false,false,true,false,false,true,41-025 63 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74345293,-73.90165225,1011502.165,210151.8793,"26","249","4031610","4013400035"
"80292","263714","303859",09/27/2015,"3","0",OnCurb,Alive,Good,Prunus virginiana,'Schubert' chokecherry,1or2,None,NoDamage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,39-043 65 PLACE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74477259,-73.89873486,1012310.018,210633.5909,"26","263","4030192","4012980006"
"80463","263715","303859",09/27/2015,"5","0",OnCurb,Alive,Good,Prunus virginiana,'Schubert' chokecherry,None,None,NoDamage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,39-047 65 PLACE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74468838,-73.89871882,1012314.498,210602.9164,"26","263","4030190","4012980004"
"80518","263788","303880",09/27/2015,"7","0",OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,None,None,NoDamage,Volunteer,"Stones,TrunkOther",true,false,false,false,false,true,false,false,false,40-014 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74416516,-73.902447,1011281.652,210411.1209,"26","249","4031454","4013360052"
"80683","241141","349877",09/20/2015,"3","0",OnCurb,Alive,Fair,Tilia cordata,littleleaf linden,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,63-015 TRIMBLE ROAD,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74474539,-73.90120163,1011626.503,210622.9033,"26","261","4030080","4012950047"
"80726","241139","349877",09/20/2015,"2","0",OnCurb,Alive,Fair,Tilia cordata,littleleaf linden,None,None,Damage,Volunteer,None,false,false,false,false,false,false,false,false,false,63-015 TRIMBLE ROAD,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74482699,-73.9012916,1011601.537,210652.605,"26","261","4030080","4012950047"
"81270","242020","300540",09/20/2015,"10","0",OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,None,NoDamage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,54-020 31 AVENUE,"11377",Woodside,"401","4",Queens,"26","30","13",QN63,Woodside,"4029500",New York,40.75697729,-73.9066898,1010101.013,215077.7083,"26","295","4025180","4011320001"
"81646","264476","304058",09/27/2015,"5","0",OnCurb,Alive,Good,Quercus acutissima,sawtooth oak,None,None,Damage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-060 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025100",New York,40.74687483,-73.9098886,1009218.59,211396.1301,"26","251","4028427","4012380040"
"81807","263778","303880",09/27/2015,"16","0",OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,61-015 43 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74273503,-73.90297199,1011136.756,209889.9156,"26","249","4031441","4013360001"
"83001","241991","300394",09/20/2015,"26","0",OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,53-002 32 AVENUE,"11377",Woodside,"401","4",Queens,"26","30","13",QN63,Woodside,"4029500",New York,40.75528814,-73.90781221,1009790.704,214461.9655,"26","295","4025919","4011550001"
"83265","242019","300540",09/20/2015,"5","0",OnCurb,Alive,Good,Quercus bicolor,swamp white oak,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,54-002 31 AVENUE,"11377",Woodside,"401","4",Queens,"26","30","13",QN63,Woodside,"4029500",New York,40.75692369,-73.90718107,1009964.928,215058.0348,"26","295","4025180","4011320001"
"83854","263494","303755",09/27/2015,"9","0",OnCurb,Alive,Fair,Fraxinus pennsylvanica,green ash,None,None,NoDamage,Volunteer,TrunkOther,false,false,false,false,false,true,false,false,false,40-061 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74295101,-73.9027803,1011189.785,209968.6651,"26","249","4031461","4013370003"
"84177","241140","349877",09/20/2015,"3","0",OnCurb,Alive,Poor,Tilia cordata,littleleaf linden,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,63-015 TRIMBLE ROAD,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74478598,-73.90124638,1011614.084,210637.6775,"26","261","4030080","4012950047"
"84369","241886","300393",09/20/2015,"13","0",OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,1or2,None,NoDamage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,32-056 54 STREET,"11377",Woodside,"401","4",Queens,"26","30","13",QN63,Woodside,"4029500",New York,40.75381747,-73.90684897,1010058.141,213926.4351,"26","295","4025949","4011550033"
"84411","263736","303539",09/27/2015,"8","0",OnCurb,Alive,Good,Quercus acutissima,sawtooth oak,1or2,None,NoDamage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,43-017 63 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74148425,-73.90225918,1011334.785,209434.4358,"26","249","4031589","4013400001"
"84727","232508","304403",09/17/2015,"29","0",OnCurb,Alive,Good,Quercus bicolor,swamp white oak,1or2,Unsure,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,35-007 62 STREET,"11377",Woodside,"402","4",Queens,"26","34","16",QN63,Woodside,"4026100",New York,40.75016689,-73.90006621,1011938.867,212598.4859,"26","261","4027470","4012010024"
"84829","263495","303755",09/27/2015,"8","0",OnCurb,Alive,Fair,Fraxinus pennsylvanica,green ash,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,40-049 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74301547,-73.90276241,1011194.718,209992.1526,"26","249","4031462","4013370010"
"84830","263496","303755",09/27/2015,"9","0",OnCurb,Alive,Fair,Fraxinus pennsylvanica,green ash,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,40-049 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74306112,-73.90274973,1011198.213,210008.7897,"26","249","4031462","4013370010"
"84865","242033","300543",09/20/2015,"19","0",OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,31-022 55 STREET,"11377",Woodside,"401","4",Queens,"26","30","13",QN63,Woodside,"4029500",New York,40.75639836,-73.9064077,1010179.392,214866.8685,"26","295","4025186","4011320012"
"84906","264514","304057",09/27/2015,"19","0",OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,1or2,Helpful,Damage,Volunteer,"MetalGrates,TrunkOther",false,true,false,false,false,true,false,false,false,39-082 52 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025100",New York,40.7463308,-73.91229666,1008551.55,211197.2443,"26","169","4000882","4001280068"
"85053","217230","304550",09/11/2015,"17","0",OnCurb,Alive,Fair,Robinia pseudoacacia,black locust,None,None,Damage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,34-018 65 STREET,"11377",Woodside,"402","4",Queens,"26","34","16",QN63,Woodside,"4029300",New York,40.75157164,-73.89809651,1012484.02,213110.9101,"26","293","4311566","4011910012"
"86169","263733","303539",09/27/2015,"9","0",OnCurb,Alive,Good,Quercus rubra,northern red oak,1or2,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,63-011 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74145086,-73.90194904,1011420.741,209422.3666,"26","249","4031589","4013400001"
"86454","238995","304163",09/19/2015,"7","0",OnCurb,Alive,Fair,Prunus,cherry,None,None,NoDamage,Volunteer,"Stones,BranchLights",true,false,false,false,false,false,true,false,false,39-058 55 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74689313,-73.90891213,1009489.151,211403.0766,"26","255","4028172","4012250071"
"86933","264512","304057",09/27/2015,"6","0",OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,Helpful,Damage,Volunteer,BranchOther,false,false,false,false,false,false,false,false,true,39-072 52 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025100",New York,40.74661439,-73.91223317,1008569.04,211300.583,"26","169","4000878","4001280064"
"86959","263783","303880",09/27/2015,"9","0",OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,None,NoDamage,Volunteer,TrunkOther,false,false,false,false,false,true,false,false,false,40-030 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74364293,-73.90265495,1011224.239,210220.7916,"26","249","4031456","4013360062"
"87701","263734","303539",09/27/2015,"8","0",OnCurb,Alive,Good,Quercus acutissima,sawtooth oak,1or2,None,NoDamage,Volunteer,BranchOther,false,false,false,false,false,false,false,false,true,63-011 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74146494,-73.90207982,1011384.497,209427.4555,"26","249","4031589","4013400001"
"88006","242032","300543",09/20/2015,"19","0",OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,31-022 55 STREET,"11377",Woodside,"401","4",Queens,"26","30","13",QN63,Woodside,"4029500",New York,40.7564318,-73.90641379,1010177.691,214879.0503,"26","295","4025186","4011320012"
"88545","263897","303538",09/27/2015,"7","0",OnCurb,Alive,Poor,Prunus virginiana,'Schubert' chokecherry,None,None,NoDamage,Volunteer,"Stones,TrunkOther,BranchLights",true,false,false,false,false,true,true,false,false,41-017 63 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74370611,-73.90155627,1011528.659,210244.1501,"26","249","4031614","4013400039"
"88548","263711","303859",09/27/2015,"4","0",OnCurb,Alive,Good,Prunus virginiana,'Schubert' chokecherry,3or4,Helpful,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-017 65 PLACE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74549134,-73.89887177,1012271.779,210895.4136,"26","263","4030204","4012980019"
"88854","232316","310634",09/16/2015,"3","0",OnCurb,Alive,Fair,Koelreuteria paniculata,golden raintree,1or2,Helpful,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,62-029 ROOSEVELT AVENUE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74597692,-73.90108896,1011657.216,211071.6225,"26","261","4028399","4012320082"
"88855","232318","310634",09/16/2015,"3","0",OnCurb,Alive,Fair,Koelreuteria paniculata,golden raintree,1or2,Helpful,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-018 63 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74611242,-73.90102773,1011674.125,211121.0076,"26","261","4028398","4012320081"
"88856","232320","310634",09/16/2015,"3","0",OnCurb,Alive,Fair,Koelreuteria paniculata,golden raintree,1or2,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-014 63 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74626141,-73.90096041,1011692.717,211175.3133,"26","261","4028397","4012320079"
"89182","242034","300543",09/20/2015,"17","0",OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,Damage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,31-028 55 STREET,"11377",Woodside,"401","4",Queens,"26","30","13",QN63,Woodside,"4029500",New York,40.75627003,-73.90638432,1010185.918,214820.1219,"26","295","4025189","4011320015"
"89239","263735","303539",09/27/2015,"9","0",OnCurb,Alive,Good,Quercus acutissima,sawtooth oak,1or2,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,63-011 QUEENS BOULEVARD,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74147248,-73.90214985,1011365.087,209430.1809,"26","249","4031589","4013400001"
"90016","263470","303882",09/27/2015,"7","0",OnCurb,Alive,Fair,Prunus virginiana,'Schubert' chokecherry,None,None,NoDamage,Volunteer,"Stones,RootOther,BranchLights",true,false,true,false,false,false,true,false,false,40-037 61 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74364391,-73.90348453,1010994.363,210220.8926,"26","249","4031446","4013360022"
"90815","263790","303880",09/27/2015,"6","0",OnCurb,Alive,Poor,Pyrus calleryana,Callery pear,None,None,NoDamage,Volunteer,"Stones,RootOther",true,false,true,false,false,false,false,false,false,40-025 62 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74433697,-73.90237859,1011300.539,210473.7346,"26","249","4031495","4013377501"
"91271","264481","304058",09/27/2015,"2","0",OnCurb,Alive,Good,Quercus bicolor,swamp white oak,None,None,Damage,Volunteer,None,false,false,false,false,false,false,false,false,false,52-040 39 DRIVE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025100",New York,40.74706513,-73.91078199,1008970.975,211465.2067,"26","251","4431300","4012380025"
"91337","205438","304350",09/05/2015,"4","0",OnCurb,Alive,Good,Taxodium distichum,bald cypress,None,None,Damage,Volunteer,None,false,false,false,false,false,false,false,false,false,35-058 65 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74890825,-73.89778967,1012570.167,212140.6502,"26","261","4431273","4012040001"
"91689","264368","300986",09/27/2015,"17","0",OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,60-010 BULOVA AVENUE,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76272284,-73.90256438,1011241.604,217172.2416,"22","297","4022556","4010190046"
"92988","264367","300986",09/27/2015,"4","0",OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,60-010 BULOVA AVENUE,"11377",Woodside,"401","4",Queens,"22","36","13",QN63,Woodside,"4029700",New York,40.76284682,-73.90261624,1011227.188,217217.396,"22","297","4022556","4010190046"
"94476","263467","303882",09/27/2015,"7","0",OnCurb,Alive,Fair,Prunus virginiana,'Schubert' chokecherry,None,None,NoDamage,Volunteer,"RootOther,BranchLights,BranchOther",false,false,true,false,false,false,true,false,true,40-015 61 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74426686,-73.90332552,1011038.176,210447.903,"26","249","4031452","4013360032"
"94880","299486","304230",10/08/2015,"3","0",OnCurb,Alive,Good,Prunus,cherry,None,None,Damage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,59-021 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025900",New York,40.74755934,-73.90358341,1010965.393,211647.377,"26","259","4027730","4012140001"
"95069","299467","304185",10/08/2015,"3","0",OnCurb,Alive,Good,Prunus,cherry,1or2,Helpful,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,61-005 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74716478,-73.90236763,1011302.427,211504.0016,"26","261","4027810","4012167502"
"95455","299485","304230",10/08/2015,"4","0",OnCurb,Alive,Good,Prunus,cherry,None,None,Damage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,59-021 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025900",New York,40.74763947,-73.90354801,1010975.17,211676.5839,"26","259","4027730","4012140001"
"95853","263712","303859",09/27/2015,"18","0",OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,None,None,Damage,Volunteer,"Stones,BranchLights",true,false,false,false,false,false,true,false,false,39-031 65 PLACE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74509475,-73.89879623,1012292.879,210750.9463,"26","263","4030198","4012980012"
"96105","299466","304185",10/08/2015,"18","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,"Stones,BranchLights",true,false,false,false,false,false,true,false,false,61-009 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74713633,-73.9022599,1011332.289,211493.667,"26","261","4027810","4012167502"
"96336","299420","304092",10/08/2015,"2","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-006 62 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74688436,-73.90177603,1011466.465,211402.0179,"26","261","4028371","4012310032"
"96565","299464","304185",10/08/2015,"16","0",OnCurb,Alive,Good,Ulmus americana,American elm,None,None,Damage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,37-076 62 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74700772,-73.90177306,1011467.237,211446.9643,"26","261","4027860","4012160083"
"96732","299459","304159",10/08/2015,"35","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,"Stones,BranchLights",true,false,false,false,false,false,true,false,false,62-005 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74688711,-73.90131109,1011595.291,211403.1648,"26","261","4027868","4012170008"
"96733","299460","304159",10/08/2015,"10","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,"Stones,BranchLights",true,false,false,false,false,false,true,false,false,62-001 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74691594,-73.90142399,1011563.996,211413.633,"26","261","4027870","4012170010"
"97082","299418","304092",10/08/2015,"3","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,Helpful,NoDamage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,61-012 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026100",New York,40.74696054,-73.90206827,1011385.459,211429.6832,"26","261","4462795","4012310028"
"97592","263466","303882",09/27/2015,"8","0",OnCurb,Alive,Fair,Prunus virginiana,'Schubert' chokecherry,None,None,NoDamage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,40-015 61 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74433153,-73.90330901,1011042.724,210471.4682,"26","249","4031452","4013360032"
